@relation weka.datagenerators.clusterers.BIRCHCluster-S_1_-a_3_-k_5_-N_20000..20000_-R_5000..5000_-G_-D_4.0_-O_-P_0.1

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric

@data
44550.336431,20231.443572,16489.305235
44232.701249,23450.078271,12221.805159
34619.493118,29503.349787,23894.512257
40283.735376,25377.684163,17463.641445
37567.45156,23533.032592,17663.906534
42682.375533,20771.96936,23151.224699
49494.238256,24711.712282,22149.024884
34659.740972,25583.166175,16477.079852
44250.667474,13470.275086,21642.125091
41272.383242,19099.326842,21968.58922
39472.520436,19715.208984,21382.418595
40944.100454,22115.929387,23932.453674
40373.129435,11415.452167,21033.734666
41585.915686,21215.711758,26052.225376
32110.82298,20883.637409,17438.123075
37673.105282,22399.499104,18498.798968
43236.971924,16175.654219,18675.946265
42341.93868,24369.762905,16493.165334
42166.419791,16960.836909,18132.191208
40404.209086,20213.360344,20894.745523
39524.468891,20043.507673,11061.861731
41078.902773,19320.829851,27595.912646
41260.470491,22574.538657,20104.009157
43079.664611,14975.489467,18800.888931
40954.482527,19377.873818,20521.949573
39826.794935,16977.932192,20799.90917
41738.85835,23304.851432,19503.741717
35797.096502,18096.621833,14800.275398
42904.522477,18455.316372,19816.94123
38072.899896,16811.264039,21127.263592
40569.649469,17392.420575,24271.099333
43249.370917,19674.675005,15241.765253
42609.009856,20586.187814,20071.640904
47539.544269,22820.178527,23685.965429
33904.003905,19261.463258,21902.687432
44606.681562,13968.297118,25656.980259
43302.557813,19588.366575,15641.767574
38961.855084,24293.333973,20260.388437
36740.46396,22169.796869,23922.75053
46185.130666,14161.706368,16924.710918
38693.51503,18947.088444,25219.199212
40640.116372,26075.996333,16408.26981
38172.793506,16511.858263,15639.639334
39585.685277,18169.548029,20777.2777
40450.605915,23988.63358,20662.246297
35253.291435,23676.988352,18099.633042
41775.162449,22190.935558,27390.461453
41253.521194,23044.753655,21970.499667
40527.386935,25866.444281,19123.84777
41343.405691,15918.037514,14351.389282
36613.372059,26478.291121,26588.821804
36875.610976,16728.466887,17247.576306
38257.092076,23401.664649,22910.335109
32022.318642,22853.153124,20442.126254
37748.685285,21484.605388,18671.000626
40873.206881,19115.82419,16494.450773
41093.676393,18909.430075,22399.327521
38180.072207,18549.518278,22796.322125
38495.090893,17623.873103,18259.164216
38237.929425,15110.114869,20142.025184
45114.564322,19592.021691,25183.818173
42794.059984,12728.831464,21167.452186
43029.251069,20128.864032,17166.674348
44209.04338,29695.441653,18098.41802
40676.779241,21834.603599,23863.842044
38560.930541,20508.4017,24022.51421
36639.63781,29643.398854,26487.838844
43222.761151,14618.33525,21798.044235
36731.627285,15371.305454,25084.137628
31287.649669,20517.166045,18157.298712
40424.998883,19683.139355,16522.371958
45692.705451,23972.281237,20186.336512
37663.709651,21281.366668,22279.676328
44471.337348,22909.573478,20917.864359
42535.544823,17178.517215,27392.043131
36000.339013,12760.645448,21818.106651
44722.862031,18382.911822,17785.586348
34826.225409,20396.049818,15784.083172
34565.658185,23194.858368,17107.792525
43025.345113,16853.898403,19234.354945
37805.63911,15772.373733,20700.488978
44627.791209,14470.03887,24084.849481
32848.26703,23583.54513,14844.396201
35334.169972,16592.730126,20988.019334
35814.023882,17257.729593,18264.357872
38068.03799,22274.305456,19871.273193
42097.282864,16565.759274,24546.952619
41316.36891,27541.447124,19780.150236
41587.065153,16259.145514,23447.331742
44669.788166,16742.448524,24680.236483
36648.708808,20695.839699,13255.881998
40712.884987,22045.86396,19834.191755
45530.451739,22640.211675,22227.162145
41046.432377,16328.740299,16555.07359
37505.583886,22866.626894,16261.973035
39976.578643,11919.572644,22063.406929
38973.725896,25525.933871,23961.17434
34454.330691,21011.112776,19816.387821
46306.99959,23876.083885,19470.525838
28199.645712,21492.9444,23494.674978
40464.192404,13558.236395,16820.93422
41542.004424,16008.598414,22695.86368
43998.88069,19190.646948,17617.4823
41220.290118,18742.014906,21029.795491
36716.441743,26748.807414,21308.839243
38021.318552,22874.148157,22511.135806
31146.835291,20561.701434,15670.085348
36126.649076,20696.141305,28112.109713
37547.084399,24516.492441,19074.254935
35343.79716,21597.925792,23988.915809
37148.759546,19564.826838,20725.105504
46382.966522,20469.345329,17976.016087
44323.792801,16328.833917,17718.443367
40138.973386,17073.803339,21275.308162
41144.006754,19549.733524,22028.43042
38685.329211,22554.551145,18902.874343
43920.958885,23013.398688,17343.760992
41436.460567,18929.663402,16761.139267
42996.086183,23295.469095,17954.735818
46432.349819,25660.541635,17762.081353
44594.963769,19759.017383,24101.882175
40153.561311,16819.552666,23270.18735
34590.069734,19686.009055,20743.595919
38751.062363,18376.470837,17347.864263
41264.647901,24425.329452,21619.059935
43969.159414,27390.823519,19292.593237
42315.785744,19639.304866,26258.910839
38654.162275,14451.745464,17813.946193
38878.16108,18393.632328,14634.928263
43928.476096,18366.471825,18611.140753
38070.316978,17828.471976,18644.195382
34283.280495,22100.307297,21172.307744
40332.843471,17475.250868,15304.987081
37643.275067,22263.316143,20319.580567
48005.081682,18550.047067,20248.210851
38900.408172,16443.165867,21312.719376
35592.065241,20744.829217,16821.187246
36358.072696,19345.164917,21184.703948
43576.279872,15840.185627,17932.349814
37668.122326,26112.937817,23068.040001
34916.646429,21363.911704,15888.158803
40726.472545,20174.321109,21399.693492
41695.838798,16851.971639,17553.117803
35599.063632,20573.018445,26948.349583
41224.554985,13975.409847,19759.323629
43483.863603,18584.481041,20893.303824
34293.593768,16439.559014,19853.569148
41246.114834,21947.160225,24096.224308
40990.295499,20734.916524,22033.711003
41660.241921,18997.757659,19536.212241
38122.454776,19727.326498,21801.064697
39035.029239,18048.531703,22616.268258
40394.52576,17406.12854,24372.168311
37737.537255,17013.999083,23808.614534
40237.116616,25499.021629,21580.539834
46473.502686,20152.992522,17937.721892
38041.993878,21663.104817,16286.932355
40876.007916,24643.317249,18022.043539
44887.300579,18400.123136,21532.722334
43677.703936,21616.211132,11191.673662
47465.41026,18183.690539,16858.169497
33985.408196,17733.432174,24108.836976
41340.407641,20303.455077,20573.892374
40538.993777,18712.072328,20854.65609
45421.926273,17308.4519,15604.611205
41162.490415,20655.58837,18815.621455
41995.548976,19106.953841,17590.322117
42664.188652,18821.565691,22349.394833
35574.504823,13891.348217,23477.638414
41456.100689,19501.284612,17392.914561
47594.876114,21905.222106,18189.617094
39090.217424,23204.215766,15581.676143
38819.638726,25761.234635,17025.888972
43845.41207,20381.399067,25637.951303
46063.612364,20279.069301,20489.209894
44944.524278,19454.746106,18114.317561
38059.910362,15738.607525,14955.430879
44133.852323,22405.566702,21185.095609
35416.700484,17409.375497,25804.750234
38873.019021,19450.636399,20779.372825
37198.717538,15514.419299,13277.451439
38907.517797,26048.167036,18526.460505
39197.290176,18402.638571,23497.254076
40359.904899,18215.431032,22184.932078
38418.774426,19051.889732,24005.658656
47915.40781,25938.20699,20675.923263
38011.076132,14758.253031,17846.067041
32890.617158,15249.843894,23073.263528
40167.331218,15831.886275,15339.929527
36328.265913,19840.333712,23263.199601
42562.431275,26275.380517,18487.373123
39626.590232,21394.562925,24839.89527
39396.673392,19495.222909,15139.126762
36258.657078,21698.316431,21478.406585
38151.453903,21010.345807,12781.178523
36254.195126,17631.041806,22312.515934
36593.146699,17685.124693,18922.462153
40477.991915,20139.363045,23304.033753
35212.928767,21792.464476,21213.791806
44308.736777,23195.101026,18144.550786
44191.40573,18967.64509,21055.979321
38598.060383,19605.922793,20151.424471
40926.666875,20375.713484,18404.059225
42191.379158,20846.417616,21838.661091
44065.99118,13511.046733,24292.236634
45945.557709,18285.936834,27325.02928
41554.576235,19714.306885,13779.382
38858.969328,22731.457265,17483.610047
35766.352253,20474.122624,15595.113922
34506.369231,16770.105338,25362.423733
41713.757594,19344.403416,18342.018092
38330.431494,23074.336605,20870.53023
36462.444704,16740.474123,19114.988119
41146.886006,22214.721315,22846.089167
39247.892974,24378.778943,21090.601188
42862.197495,19851.224131,21379.146701
28525.244674,22219.211902,17262.659534
42784.252262,26980.224403,15417.307654
46375.403493,20542.57233,22010.588033
35793.238428,20106.518763,15331.593569
42643.614905,17781.358415,24167.390155
38354.066613,15459.197864,21345.580134
41036.688343,20345.315018,23961.972625
42585.162029,26872.744415,20713.479301
41291.21319,21245.925178,17458.720765
39147.248598,19375.826483,20836.033167
40229.257958,20831.974095,18186.706609
40860.136745,17809.572208,17678.130349
41906.136387,18442.99231,28110.596369
41876.23239,17982.975458,21307.248249
44639.560966,15931.622087,15433.360238
42433.90363,22645.001486,21836.789979
43531.569112,18053.74289,18724.75404
34552.841609,14162.534005,18516.801561
42068.299575,17188.704408,21902.07191
36278.667766,21893.020265,13170.003903
36606.407395,19411.183893,13685.884969
42854.816477,23702.433595,18513.649984
40495.279499,18856.627311,20543.977107
38503.371818,20071.606251,14370.958711
40273.060074,17486.66288,15636.939486
42050.096181,17774.069396,19630.0399
43784.202647,20557.721686,21283.149231
44271.625284,19339.331239,17718.972992
49237.248353,16632.43655,21381.15872
40490.458111,22277.66026,19149.39977
34582.919887,19701.485009,20232.622389
39019.559435,16023.394127,21874.254269
43579.010089,18546.491429,22458.768351
36742.132378,16933.324176,22727.937817
39745.727563,20060.163893,17211.615879
36185.168263,10324.153661,25976.542307
38109.929139,23237.886171,14302.578191
40523.036916,22502.079395,17814.107961
40686.262022,16297.286321,14960.250629
45531.695941,15894.26497,24416.140249
36347.591322,22654.392175,14256.681312
39196.387738,17629.413213,25412.11492
40933.034946,19069.391081,22198.523598
43612.26861,18261.185513,24674.978487
37565.668222,19511.139815,21783.122632
43393.657002,19025.98668,22964.770454
38021.953193,25765.210322,10895.164906
37934.750926,18821.045771,19190.165038
38956.604582,17940.515591,26771.361592
36792.448448,19547.952193,16368.526217
39623.057366,17743.456439,23652.837064
40387.382046,17068.820405,21755.741688
36375.103386,18129.449201,16353.028246
35038.6413,21732.681026,17956.126712
44707.859259,19109.167588,20263.61349
40393.480079,18927.867322,21645.71121
42398.303985,16171.712659,20508.448065
37664.77846,14501.765904,19003.039439
42150.958446,20381.5689,27238.411536
42208.397815,16394.078185,20091.553608
36781.719423,20693.148099,25577.565522
41291.448083,17838.306878,25239.885144
37478.431752,17538.431915,11045.443881
41982.584612,17813.676881,18730.105525
40230.443789,17231.818227,17801.73409
39998.841369,19784.494193,21926.060917
39512.160805,10149.940195,17300.126387
42113.993385,23200.268519,19122.018837
43699.204727,25090.153539,21219.565886
42406.203446,19248.588067,17603.755439
32961.200257,19929.822373,22828.521812
35718.160903,19304.091537,22304.443521
38729.013258,27498.066373,18685.792247
36159.051616,19583.554277,18508.253162
48386.302794,17738.476863,24608.65494
44328.060369,14719.482744,17041.247091
30610.325708,19396.118276,14949.418622
41978.380324,21041.054113,18758.837938
40439.151771,19630.621795,13767.995484
41364.279306,25077.178265,26502.188116
44287.081977,22230.436877,22334.908159
36736.592515,15476.959611,25604.91667
38657.437175,20715.77847,27556.953979
38975.30365,20414.27614,14799.52627
35289.475699,14962.488952,21636.973552
41877.324974,22237.604298,19986.382198
37769.079766,23822.388182,21793.976795
37813.862659,17548.368145,15428.821992
39508.705952,26161.087185,24131.756945
41245.513273,17691.009219,20884.733155
39005.493596,21244.185705,19954.874963
43112.246836,17413.359211,22217.785196
40345.737184,22072.777861,10241.114339
40751.14389,14704.573478,10010.932468
46526.388412,19600.459549,17836.731903
41081.043645,22288.639958,15616.707218
41086.251895,19152.803476,17118.926998
42412.256355,22840.991468,14919.772162
38612.375279,18332.308639,20581.479146
38919.656355,22591.077663,20249.64012
38397.56039,15150.035276,18471.857853
41195.475808,19102.373529,19524.612743
39784.608949,17983.91427,19781.927972
42556.296199,14747.189426,20599.751449
40480.386144,17576.699546,22758.04551
42412.943835,17488.821694,21045.879411
41607.998064,18384.821652,19278.57384
36154.041763,22281.595903,19509.941983
37410.320921,23374.581592,26154.820561
38274.377449,18085.190283,22725.48764
43656.053727,24060.547465,15517.909291
44086.236226,23939.369536,18402.783826
38371.656209,23911.490207,21371.526076
36133.777799,17875.288627,24351.72826
39084.205705,19668.277132,18100.248429
45133.841197,23388.349827,20947.118197
35390.602855,20312.223771,20633.77885
46060.155749,23647.013943,18974.148337
44623.471783,14659.62127,16513.301478
39362.627922,15232.547922,18427.372468
44328.964679,21418.509303,15008.4575
34925.674599,20381.868153,19039.364715
38162.213159,21449.745229,26264.029985
35509.114405,17643.265531,19191.072803
41098.865431,18664.169624,14724.308455
44300.264247,23799.823636,24222.745367
39358.9489,18786.348104,17080.761285
38803.66862,20322.225905,15857.787991
37533.668172,18635.039457,9599.828549
41919.074004,16848.901383,20980.667384
40527.196731,19148.867703,21389.85392
42377.43834,21490.574791,22125.597593
39273.341651,19514.71614,16717.802307
43138.840218,19402.944129,23006.628344
42477.109576,16368.573823,23966.017949
39956.444604,21670.254874,21232.7983
41468.957683,21546.382603,15524.867288
44751.001864,18497.361409,28060.796813
36655.409831,11511.792304,25429.722594
40183.094202,21876.041434,22710.015842
40382.237626,27992.666245,20972.989858
39143.295923,13263.743985,17453.025731
32161.259487,16048.280467,11427.296208
39947.244192,26343.464938,20872.443713
46239.351561,19901.649453,14768.035346
37025.500041,18889.194619,17770.313994
37217.49877,20987.234335,17493.796411
38742.985882,15266.848644,23048.288648
40188.437031,17888.314857,11531.222935
36820.348139,21281.769438,18825.718842
41147.804123,23726.850923,19986.860195
38936.485213,21335.934317,20793.771853
39093.201927,20688.536076,15667.148351
37308.770039,26333.813612,22284.80412
45253.360594,20515.336647,27391.374793
46413.387944,18540.602282,23074.580985
34514.53644,14455.399744,18002.222044
43466.36483,25004.645477,19315.090643
40437.441072,21585.412777,17283.207409
42120.920089,20873.318219,25485.167619
39614.60967,17634.468677,28299.14011
44367.815081,22873.404089,23294.900115
41563.546279,15281.800906,26868.202426
38717.364537,18831.081343,28101.930786
43693.695823,19766.297029,23905.906731
36541.42687,24576.921821,19831.315366
37357.514421,21274.341526,18489.799168
33726.523055,17621.633469,19181.076094
42656.755838,22147.701723,22686.527338
43792.453183,19948.278584,20044.096005
40753.270644,17219.159257,13475.256539
43780.910205,23214.525219,25714.433449
42717.206436,20776.729184,24576.435168
39889.37508,21404.032179,21225.575797
36369.026314,20844.037901,23655.611409
44253.002881,19348.283977,9355.529322
41587.282735,15907.189255,18132.45025
36690.408013,15532.65949,24535.915827
36270.627112,21400.523675,17517.246019
37950.299542,22621.651594,19863.65282
50146.96389,15234.48193,25169.964518
37468.23271,26142.062735,25508.86504
42241.625873,20547.058688,12938.575644
40607.813324,24872.252413,15565.87095
43869.292141,14579.208809,22954.929176
39593.71685,18600.296886,20274.757938
35314.048996,15353.607924,20118.289676
42702.937695,15291.208891,13961.826447
39050.892316,18595.538749,22875.906706
43901.912186,21667.878487,21061.099422
42149.479358,19351.100047,21621.749435
39890.73344,23406.096714,22637.678585
45077.807734,17766.530821,14435.098346
47280.252085,22546.203757,21302.399271
44013.145282,15628.317,19619.947293
39395.505352,17898.699094,16893.745574
44428.020167,18501.716424,23301.91995
38109.685899,15391.795707,19510.917703
40114.156604,26995.793618,19057.176824
39238.675929,21520.250148,21664.877395
41427.786754,18797.6136,16354.73996
40243.593082,17471.718903,18601.778354
37915.531333,18944.10747,16643.521862
40996.421417,18714.704995,24507.382715
32761.334776,23682.370091,20598.763329
38134.426282,23892.68635,15120.321819
35157.539249,22006.719147,20789.11238
38070.757399,20013.339783,23671.045642
40366.615426,17132.218028,19299.05227
42344.847589,21592.661125,15704.657837
42971.179723,16411.045896,19474.630226
38984.319467,19385.034753,16233.242962
40146.659025,21104.141253,22048.122723
40112.180039,21235.17096,16082.496936
44433.279668,20590.564824,17278.556511
36482.871952,13823.47481,16945.112331
38220.888598,23648.033545,14848.652568
49748.367526,21620.935901,25543.863955
43072.579506,14648.504623,18905.361252
39576.002519,18800.355036,22385.720995
44247.686202,24269.992994,19292.528303
45263.445007,24007.421897,14147.796739
38288.922129,23622.03963,23339.799907
44145.713194,22084.13899,16174.773801
43959.835812,15793.38874,19706.670782
39284.113156,17902.912474,17199.034507
40374.402135,16609.637765,16526.298939
42132.707313,25831.046084,17515.741393
50098.155519,17665.804029,21365.319273
43296.423586,18659.183391,13769.750121
43186.42632,17391.500433,18622.678677
39637.353116,24443.214966,18008.688092
35304.00222,24898.842706,15720.06514
42991.873822,19982.348092,23445.50076
35215.404229,17811.564095,17780.217923
36618.900125,21897.265335,16488.183021
42080.96061,17178.223465,25471.213523
38092.857007,20151.753709,19067.43202
44730.00787,21009.175688,17525.422371
47570.794259,21490.31002,22693.22847
41996.222421,18941.33401,20971.289742
41139.467362,19796.78113,19800.568807
38733.901895,20039.874689,20534.034273
44167.806294,19534.514343,23128.545787
38672.335003,19807.37168,24177.008605
38876.293579,21690.839632,21113.136572
39249.340777,26630.63556,18917.633516
44579.925578,18040.846576,19424.515365
40850.971886,21022.843404,24210.240367
39173.838855,18328.397886,17466.652233
39861.778386,19373.13456,24969.774141
35479.275359,17884.643297,19174.150696
37404.383603,17116.251142,14907.950839
34644.711295,26894.63572,18018.615182
39942.888206,15846.233717,18360.884162
41882.49219,21783.063937,20363.424397
42769.39999,20633.811991,20819.465005
48502.157927,19051.717473,16460.546607
43467.344961,20691.058083,17609.965363
48133.694727,25495.201205,25996.180576
45644.677605,20854.958484,22669.611461
35769.382058,29184.268201,20191.405936
45101.506366,21168.994635,13781.953593
44419.64098,21447.089472,23079.845474
39774.708922,24518.622398,15339.213875
42276.751017,26224.98661,22641.810591
38795.972969,18186.945466,16703.301286
39498.072173,19346.945994,21933.699082
36753.46696,28491.467179,15686.301774
40015.001114,17360.302345,18013.366271
44774.33605,19673.643956,20048.372796
34387.81861,13082.679874,15280.424661
37312.946847,19724.253786,22219.285135
36994.166184,22253.02312,18543.280975
34440.340405,25690.784679,18775.219815
39800.768911,19621.850049,20663.213486
48180.137123,21903.417485,24123.68778
35235.473213,18921.356136,16370.80783
36935.431935,21702.476055,20867.29592
41652.204717,20270.964267,21729.14946
33875.336744,21285.998737,16454.101571
38840.606756,20491.595225,20368.826038
41553.480144,19016.943624,19383.029461
34133.765347,20852.895999,13684.615483
44597.432055,22799.013971,16085.060495
40733.932008,19275.44131,13485.998568
37541.829184,19664.118711,22563.431742
42083.708222,14393.707183,16183.025652
43400.99133,20644.080562,27051.926646
39584.380225,20412.086136,15262.554691
36103.221968,23977.640454,20034.970625
45796.380152,17754.080151,14292.037319
46450.83624,21344.273614,19600.54488
35478.629486,20279.855589,19037.872432
43025.933402,16142.592494,14312.956129
37504.158507,24531.911445,20192.092973
39359.682903,24054.107814,20699.497807
40086.675276,26798.91804,18001.915616
39725.408685,17260.581278,17323.810893
42887.970755,15806.189015,17513.427413
37205.477498,17505.556004,19860.981045
40123.213381,16802.149161,15979.785848
43694.867763,21652.611218,20351.395065
42413.598428,19985.766827,18028.754158
43058.318562,22599.876375,25158.902203
44444.656706,19598.053026,19061.330592
36854.677576,15441.190084,19247.046013
37279.339069,22817.886709,19900.578502
37597.722895,20953.098406,14626.864695
34403.393069,25962.52947,21728.024507
35784.459215,20399.26572,19090.600234
43113.303404,20139.269052,14870.047537
41076.70735,28958.848604,22091.938124
38423.159196,21198.537373,21693.817407
40378.201069,12847.163819,13720.245149
33462.14009,18386.356623,17083.981547
39003.516468,21581.179452,22795.988383
37151.686814,19793.105937,18699.496609
40837.799603,19515.56778,13260.709138
38876.51705,20467.430553,24608.922687
35329.576238,17645.244667,16983.522268
42562.998153,17282.946485,15325.612455
42330.369968,17321.180286,26896.730693
44243.540299,21600.129832,21309.232824
35243.907433,17715.162002,21640.305518
45022.766847,18250.524243,16841.854601
38956.431626,19837.77056,20311.143049
33791.531885,17276.568069,20088.42732
37425.381828,17590.642369,21095.344602
30912.600193,24022.0226,16025.63635
42213.42322,22893.488205,14641.891542
43351.313957,19469.398529,21380.568058
41163.706109,21105.735213,17821.964164
36705.080937,20655.88682,22057.704512
39522.430471,19222.833109,20363.803388
37796.890811,18230.598191,18826.400994
45397.574951,21766.602597,23831.878761
40514.287025,17825.081637,16901.60492
40135.46535,17315.0215,17783.763146
35199.524585,16975.92629,18694.745557
42540.685132,19761.649569,24561.246904
38673.500566,21794.637007,19958.006551
38937.396542,19477.922895,21188.629832
34371.895926,20652.206805,24511.84621
38509.492279,22190.089987,21220.40161
44085.324726,19585.499577,14966.55951
41017.420624,17892.256597,22488.008761
34705.997228,20123.01121,17940.305555
33843.062864,22177.235603,20118.778597
43615.554172,18700.11294,24514.126938
40915.929581,25933.639519,19017.703735
42910.907415,19025.087953,25744.113754
38866.679634,17025.684806,23630.779123
42496.694463,16658.643455,20071.298484
40517.70492,20292.390668,21850.36617
42558.232628,15555.803723,18345.841828
37796.141642,22038.555211,23549.313003
42171.15848,18578.47251,24681.006878
44974.069253,21501.380482,19927.406851
38817.928257,20617.467337,31565.631895
40288.438565,12394.477503,22607.783587
40273.251056,17610.789232,24870.873316
37643.96475,21960.213656,19312.144635
40949.306151,18414.885016,20200.905899
35812.701189,28394.932904,22091.792659
34430.102525,22880.464603,21611.48604
47498.252696,23640.485814,24420.314764
39897.27892,22939.370304,20303.640404
40681.76756,19355.738597,20787.085828
38786.659211,27403.82143,24681.667027
39327.859384,16510.660192,14215.336934
39101.129405,18746.122384,23971.902329
42886.373343,22315.760897,22918.878819
37929.101915,23651.244668,17293.563724
39869.570067,21242.279343,22505.603257
46678.377172,17786.819187,21123.953131
41978.707721,21160.745485,18265.777674
40970.087156,19838.838235,16098.873746
39501.082884,23425.037719,19376.163048
40277.336929,14662.645721,23822.532174
39215.251267,23078.405984,22044.114341
39957.232695,22117.535065,18556.609555
40111.256466,19640.635862,22055.387365
36827.338447,18849.668984,23162.179119
42194.669628,21426.995466,15885.242945
45077.556563,14261.316618,19362.789751
38264.768307,24393.569568,22973.573057
46730.163723,14817.615771,17315.880409
45225.743114,24038.122923,15876.838853
40924.796215,18160.362263,18952.550471
40182.741733,21139.587101,17495.614109
36109.846918,23186.265939,21112.305079
40228.290316,12571.242956,18086.139525
49882.511825,15403.505981,17506.949213
41451.163829,22245.897458,18779.637541
38134.472786,20163.524667,20482.167976
41552.446996,24137.794852,21850.084147
40842.900498,19483.73829,17406.495005
45923.399906,24100.380073,24624.985051
36511.623842,17704.712228,24381.061669
36242.307114,12807.598667,16179.904758
35252.789688,19490.927831,19210.868026
40812.129424,17765.077662,18900.384098
37356.653908,22025.003106,16708.352928
35821.665491,17334.328032,15025.931273
43626.821418,30762.910417,18155.095901
39469.304216,15388.598142,20751.888458
42549.213203,19752.043803,17901.954013
38572.369603,20138.974838,18473.371301
43672.529532,24695.592019,24174.001263
37542.379035,24504.818237,14698.404986
35241.034204,23757.724096,20934.383074
48338.410574,18440.691179,16430.836043
42546.429542,18276.590068,27216.227806
41279.194692,23864.791655,21269.014324
39463.483967,16475.340011,15346.505714
37015.609279,17300.643241,22237.871788
41404.422176,18985.393749,18851.62643
42773.984198,24108.484375,17396.627233
41488.743377,20858.321639,25911.791618
37205.024964,27803.092026,19294.540777
40444.007984,19191.1748,22394.7417
39239.858925,17613.495816,21634.274505
31982.514984,22447.58648,18409.215019
45180.948842,23008.736777,23430.034381
37201.000073,22807.25262,23976.374104
36907.383335,16072.275747,22563.94547
35102.031437,20255.851719,23894.598037
39284.566963,22509.029991,18929.259954
44368.947706,12687.949487,18499.254802
41991.553751,19805.144879,12243.085478
40700.458741,18792.724162,16827.503215
45206.966467,12666.771243,12413.860593
46077.196504,21280.038451,19031.162155
37303.241771,12505.654039,18425.679433
41423.687796,20431.369774,19318.810317
43091.944234,16390.494698,16631.776355
47065.762204,22982.186586,16330.045509
42988.105961,13294.319745,20195.419297
47220.729066,19307.324635,20994.6757
42990.767474,21318.945059,24446.137992
43636.20541,24589.857191,21791.582047
36823.31495,25027.58255,23127.225562
33805.995118,21104.30702,14851.427113
37465.085362,17501.490472,18649.55393
37024.577643,14818.478319,15821.707708
39827.094629,21129.166635,19859.132603
42549.371706,18376.27356,14884.99595
36689.04454,24938.470356,17015.255695
36298.672454,23122.763928,23548.246869
38938.245166,16036.700636,15283.257595
38041.753714,22157.688766,16036.369846
30019.535367,19911.734432,14714.405136
41086.556088,19331.878456,16309.955142
41814.901298,22081.649747,17387.835923
36425.543301,12948.081302,24515.378762
37250.377294,23437.24511,17712.256227
44061.397962,19964.6572,26036.110615
40385.089625,24041.120354,17120.62362
40389.821279,22502.061148,19253.6798
35263.030054,23792.793857,21274.584623
39896.660358,16961.609788,12155.056903
34468.210699,25433.39792,19353.877388
45872.291799,16765.018047,12508.496568
40294.4407,8427.906898,19516.743128
39799.765203,14722.232791,24140.84603
34506.878304,22556.396375,21518.143178
44080.608918,22537.722003,20340.180381
42130.497001,17823.003386,22750.144264
41487.312939,18239.064426,20002.416181
37618.366792,17563.907286,13624.669607
44071.156463,23963.145063,23681.836257
40005.588193,20481.434731,16822.579207
44165.55249,18648.12786,18025.444086
41212.128308,22977.83334,21314.602314
39906.297784,14885.496286,25188.05641
44185.577905,18919.933679,21297.20582
37939.200694,11153.458937,23338.637122
37652.150499,21124.988184,21343.719058
43499.055116,22564.85907,19937.834992
44328.47059,21530.493514,23464.40504
40193.100233,17928.447933,18096.775362
41330.576468,17627.737495,20317.166853
38688.93301,25611.380587,23879.992479
40389.451953,23699.119814,26440.706548
37041.554827,19337.776256,21964.003039
37705.908352,15046.047993,24556.937136
40121.227637,18256.326721,21489.546551
35933.037074,23499.600513,25785.133667
38655.642015,21879.2766,18369.029262
46699.254233,22849.993778,17217.625364
39423.858863,20828.700026,23163.366147
42967.642089,21753.799786,11630.96394
41799.731189,17266.591423,19082.199724
37695.948075,18989.966154,18525.40762
36475.389611,13675.108774,20814.482314
35340.14338,23613.560518,21094.877732
39801.090997,17349.365384,19373.331601
46158.393042,22273.548158,20296.178206
37920.646042,17428.467684,14725.82726
37198.015014,20821.627133,30819.982059
40192.45167,17195.307237,19262.088944
36332.620847,20993.018924,14582.21453
38525.670874,18509.696413,20488.852681
37175.923017,21157.509641,20452.773748
41368.638465,23954.512913,24272.277556
38012.868949,19224.567182,22280.238705
40774.453983,20335.335338,14327.274805
31900.473677,20585.091807,19762.265799
43015.011147,17399.195426,24190.990465
36131.388238,21351.515725,23168.839448
39305.942553,16026.40802,23552.790382
39952.19847,17548.437991,19211.694446
38234.267257,16066.792345,11124.862595
41775.728822,20330.334728,22228.453113
44592.865845,18105.432846,21768.727772
36898.978625,23197.554412,17309.34569
44440.065833,19115.999598,19224.016304
43261.242813,19824.024889,16963.432423
40816.687178,19382.831276,18812.263684
46762.876687,19095.084742,18603.456549
37880.694748,21529.533636,19645.680213
43958.014328,21211.117607,17445.692388
41729.890662,22845.223844,12194.632561
37135.871553,18697.695585,16867.803608
40861.066055,19659.010214,11330.553275
42125.838264,21717.499403,21639.840283
32449.691123,27124.073799,19134.848797
42846.956069,28380.432869,22178.940846
36228.266676,23874.512908,14513.376516
37065.608878,21057.882455,14251.370961
35973.774593,11876.805097,20830.505472
41163.399625,18159.141858,18442.199713
37565.72314,21661.397081,22014.6662
42838.930374,19989.337746,17881.541208
40231.401199,21639.871217,21636.770733
36069.232216,14439.940369,19607.840795
36526.095389,18533.973875,20491.781068
47544.975528,13296.393234,19428.644311
42835.339125,15958.713944,18732.096447
40091.044872,24710.112552,19566.876856
39404.338466,26852.981692,12967.144195
44697.148958,21843.874903,21141.67649
42569.158621,21390.049259,18592.738367
40541.833741,24103.598013,21001.653426
32797.957181,17995.630212,19444.523131
43473.7311,17608.490947,19191.724029
41669.371948,21678.979574,15903.065314
41304.316599,20418.058839,18859.71591
38983.495265,24250.99226,24182.904555
40803.015101,19024.071029,20674.745644
39799.637791,23413.791321,14663.890705
38623.875553,19872.053111,21685.018593
40151.69809,20222.763537,18276.402784
39165.454269,26106.93279,15912.921763
